,Time,Tension,Temperature,Pressure,Altitude
1742,1607.0,10.11,-6.91,32020.76,8753.12
1743,1608.0,11.65,-6.94,31996.25,8758.3
1744,1609.0,11.66,-6.96,31960.15,8765.94
1745,1610.0,11.39,-6.99,31921.97,8774.03
1746,1611.0,10.96,-7.01,31877.75,8783.41
1747,1612.0,10.41,-7.04,31833.04,8792.9
1748,1614.0,9.87,-7.07,31805.05,8798.85
1749,1615.0,9.25,-7.09,31771.52,8805.98
1750,1616.0,9.41,-7.12,31743.69,8811.91
1751,1617.0,10.19,-7.14,31720.49,8816.85
1752,1618.0,10.47,-7.17,31689.57,8823.44
1753,1619.0,10.61,-7.19,31670.29,8827.55
1754,1620.0,10.67,-7.22,31645.3,8832.88
1755,1621.0,10.99,-7.24,31613.83,8839.61
1756,1622.0,11.0,-7.27,31574.89,8848.53
1757,1623.0,10.61,-7.29,31539.35,8855.53
1758,1624.0,10.3,-7.32,31503.25,8863.26
1759,1625.0,10.4,-7.35,31476.05,8869.09
1760,1626.0,10.11,-7.37,31440.98,8876.61
1761,1627.0,10.6,-7.4,31401.61,8885.07
1762,1629.0,11.18,-7.42,31372.98,8891.22
1763,1630.0,10.94,-7.45,31338.11,8898.72
1764,1631.0,10.9,-7.47,31311.1,8904.53
1765,1632.0,10.34,-7.51,31265.67,8914.32
1766,1633.0,9.88,-7.53,31241.88,8919.45
1767,1634.0,10.2,-7.56,31210.09,8926.31
1768,1635.0,10.73,-7.58,31177.06,8933.44
1769,1636.0,10.73,-7.61,31144.11,8940.29
1770,1637.0,10.7,-7.63,31099.98,8950.11
1771,1638.0,10.62,-7.67,31074.17,8955.7
1772,1639.0,11.0,-7.7,31037.81,8963.58
1773,1640.0,11.15,-7.72,30998.4,8972.13
1774,1641.0,11.02,-7.75,30960.63,8980.33
1775,1643.0,10.86,-7.77,30924.2,8988.25
1776,1644.0,9.91,-7.8,30895.01,8994.6
1777,1645.0,10.5,-7.83,30863.25,9001.52
1778,1646.0,10.69,-7.85,30824.98,9009.86
1779,1647.0,10.54,-7.88,30788.27,9017.87
1780,1648.0,10.07,-7.9,30756.05,9024.9
1781,1649.0,8.93,-7.93,30721.8,9032.39
1782,1650.0,9.74,-7.97,30705.75,9035.9
1783,1651.0,10.73,-7.99,30675.64,9042.49
1784,1652.0,11.4,-8.02,30649.92,9048.12
1785,1653.0,11.08,-8.04,30607.62,9057.39
1786,1654.0,10.9,-8.07,30578.3,9063.82
1787,1655.0,10.04,-8.1,30545.13,9071.11
1788,1657.0,10.19,-8.12,30507.43,9079.39
1789,1658.0,11.01,-8.16,30474.69,9086.59
1790,1659.0,11.06,-8.18,30433.67,9095.62
1791,1660.0,10.57,-8.21,30397.67,9103.56
1792,1661.0,10.15,-8.24,30361.83,9111.47
1793,1662.0,10.17,-8.27,30327.14,9119.13
1794,1663.0,10.06,-8.29,30297.28,9125.73
1795,1664.0,9.38,-8.33,30273.47,9131.0
1796,1665.0,9.52,-8.35,30259.47,9134.1
1797,1666.0,10.52,-8.38,30224.79,9141.78
1798,1667.0,10.94,-8.41,30198.99,9147.49
1799,1668.0,10.67,-8.43,30157.02,9156.8
1800,1669.0,10.74,-8.46,30124.99,9163.92
1801,1671.0,10.45,-8.49,30092.58,9171.12
1802,1672.0,10.55,-8.51,30052.38,9180.06
1803,1673.0,10.96,-8.54,30020.49,9187.16
1804,1674.0,10.98,-8.58,29976.83,9196.89
1805,1675.0,10.58,-8.6,29943.62,9204.31
1806,1676.0,10.36,-8.63,29907.23,9212.43
1807,1677.0,10.15,-8.66,29881.6,9218.16
1808,1678.0,9.97,-8.68,29861.11,9222.67
1809,1679.0,10.83,-8.7,29813.11,9233.49
1810,1680.0,10.95,-8.73,29779.27,9241.07
1811,1681.0,11.02,-8.77,29745.18,9248.72
1812,1682.0,11.09,-8.8,29700.06,9258.86
1813,1683.0,11.26,-8.83,29662.46,9267.31
1814,1685.0,10.85,-8.86,29623.69,9276.04
1815,1686.0,10.96,-8.88,29583.85,9285.01
1816,1687.0,10.47,-8.9,29552.5,9292.08
1817,1688.0,10.81,-8.93,29502.25,9303.42
1818,1689.0,10.92,-8.97,29471.18,9310.45
1819,1690.0,11.17,-8.99,29433.91,9318.88
1820,1691.0,11.03,-9.01,29390.9,9328.62
1821,1692.0,10.63,-9.04,29350.34,9337.82
1822,1693.0,10.78,-9.07,29323.43,9343.93
1823,1694.0,10.86,-9.09,29280.45,9353.69
1824,1695.0,10.7,-9.11,29247.59,9361.16
1825,1696.0,10.66,-9.14,29220.99,9367.22
1826,1697.0,10.68,-9.16,29168.0,9379.29
1827,1699.0,10.92,-9.19,29127.47,9388.54
1828,1700.0,10.55,-9.22,29086.31,9397.94
1829,1701.0,10.58,-9.25,29045.75,9407.22
1830,1702.0,10.77,-9.27,29004.77,9416.6
1831,1703.0,10.9,-9.3,28957.69,9427.39
1832,1704.0,10.43,-9.33,28926.28,9434.6
1833,1705.0,10.14,-9.35,28882.23,9444.72
1834,1706.0,9.36,-9.38,28860.52,9449.71
1835,1707.0,9.47,-9.4,28829.01,9456.96
1836,1708.0,10.55,-9.43,28796.04,9464.55
1837,1709.0,11.17,-9.46,28767.04,9471.24
1838,1710.0,11.12,-9.49,28747.83,9475.67
1839,1711.0,11.18,-9.52,28698.99,9486.94
1840,1712.0,10.6,-9.54,28659.03,9496.18
1841,1714.0,10.67,-9.56,28612.38,9506.98
1842,1715.0,10.52,-9.61,28587.13,9512.83
1843,1716.0,10.33,-9.63,28550.49,9521.33
1844,1717.0,9.41,-9.66,28519.54,9528.51
1845,1718.0,10.02,-9.69,28488.97,9535.61
1846,1719.0,10.92,-9.71,28457.33,9542.97
1847,1720.0,11.3,-9.74,28418.9,9551.91
1848,1721.0,11.24,-9.77,28374.94,9562.16
1849,1722.0,10.87,-9.8,28348.71,9568.28
1850,1723.0,10.56,-9.82,28304.64,9578.57
1851,1724.0,10.48,-9.86,28270.33,9586.59
1852,1725.0,10.18,-9.89,28237.38,9594.29
1853,1726.0,10.04,-9.91,28209.01,9600.94
1854,1728.0,10.08,-9.94,28186.84,9606.13
1855,1729.0,9.98,-9.96,28169.83,9610.12
1856,1730.0,10.23,-9.98,28116.93,9622.54
1857,1731.0,9.98,-10.01,28097.89,9627.01
1858,1732.0,10.57,-10.05,28065.91,9634.54
1859,1733.0,10.61,-10.08,28031.04,9642.74
1860,1734.0,10.88,-10.11,28005.53,9648.75
1861,1735.0,10.71,-10.13,27971.61,9656.75
1862,1736.0,10.72,-10.16,27941.62,9663.83
1863,1737.0,10.98,-10.19,27906.81,9672.05
1864,1738.0,10.85,-10.22,27871.6,9680.38
1865,1739.0,10.53,-10.25,27827.63,9690.78
1866,1740.0,9.57,-10.28,27800.66,9697.17
1867,1742.0,9.71,-10.31,27776.42,9702.92
1868,1743.0,11.44,-10.33,27743.91,9710.64
1869,1744.0,11.56,-10.37,27704.56,9719.99
1870,1745.0,11.1,-10.39,27661.63,9730.2
1871,1746.0,10.86,-10.42,27627.35,9738.37
1872,1747.0,10.23,-10.45,27589.44,9747.4
1873,1748.0,10.59,-10.48,27553.38,9756.01
1874,1749.0,10.5,-10.52,27514.78,9765.23
1875,1750.0,9.4,-10.54,27476.03,9774.5
1876,1751.0,8.65,-10.57,27465.82,9776.94
1877,1752.0,9.56,-10.59,27440.54,9783.0
1878,1753.0,9.99,-10.63,27419.81,9787.97
1879,1754.0,10.15,-10.65,27400.47,9792.6
1880,1756.0,10.06,-10.68,27377.36,9798.15
1881,1757.0,10.19,-10.71,27347.56,9805.31
1882,1758.0,10.66,-10.75,27326.76,9810.3
1883,1759.0,10.66,-10.77,27302.01,9816.26
1884,1760.0,10.33,-10.8,27273.26,9823.85
1885,1761.0,9.91,-10.84,27255.35,9827.49
1886,1762.0,10.55,-10.85,27224.34,9834.96
1887,1763.0,10.63,-10.9,27194.3,9842.21
1888,1764.0,10.83,-10.93,27167.24,9848.74
1889,1765.0,10.8,-10.95,27131.76,9857.32
1890,1766.0,10.89,-10.98,27093.68,9866.53
1891,1767.0,11.05,-11.01,27061.37,9874.35
1892,1769.0,10.52,-11.03,27036.8,9880.31
1893,1770.0,10.31,-11.06,27005.27,9887.96
1894,1771.0,9.97,-11.07,26984.36,9893.03
1895,1772.0,10.43,-11.09,26943.75,9902.9
1896,1773.0,10.29,-11.14,26924.72,9907.53
1897,1774.0,10.42,-11.18,26880.58,9918.28
1898,1775.0,10.41,-11.2,26854.0,9924.76
1899,1776.0,10.52,-11.22,26810.27,9935.43
1900,1777.0,10.94,-11.25,26785.14,9941.56
1901,1778.0,9.99,-11.28,26765.04,9946.47
1902,1779.0,9.82,-11.31,26726.89,9955.81
1903,1780.0,9.85,-11.34,26700.11,9962.36
1904,1781.0,9.88,-11.37,26688.63,9965.18
1905,1783.0,10.24,-11.4,26649.63,9974.74
1906,1784.0,10.33,-11.41,26626.09,9980.52
1907,1785.0,10.55,-11.43,26605.75,9985.51
1908,1786.0,10.77,-11.47,26574.52,9993.19
1909,1787.0,11.28,-11.5,26540.52,10001.55
1910,1788.0,11.44,-11.53,26492.26,10013.44
1911,1789.0,11.16,-11.57,26455.05,10022.62
1912,1790.0,10.75,-11.59,26412.37,10033.16
1913,1791.0,9.97,-11.61,26378.87,10041.44
1914,1792.0,9.47,-11.65,26356.22,10047.04
1915,1793.0,9.76,-11.68,26340.24,10051.0
1916,1794.0,9.64,-11.69,26304.28,10059.91
1917,1795.0,9.79,-11.73,26293.19,10062.66
1918,1797.0,10.85,-11.77,26258.23,10071.34
1919,1798.0,11.74,-11.79,26239.52,10075.98
1920,1799.0,11.89,-11.82,26203.26,10084.99
1921,1800.0,10.85,-11.84,26157.46,10096.39
1922,1801.0,9.73,-11.87,26120.91,10105.5
1923,1802.0,10.13,-11.9,26090.91,10112.99
1924,1803.0,10.53,-11.93,26058.97,10120.96
1925,1804.0,10.19,-11.96,26043.16,10124.91
1926,1805.0,10.1,-11.97,26025.01,10129.45
1927,1806.0,10.2,-12.0,25988.88,10138.49
1928,1807.0,11.09,-12.03,25958.06,10146.25
1929,1808.0,11.11,-12.05,25930.88,10153.02
1930,1809.0,10.88,-12.08,25900.2,10160.72
1931,1811.0,11.06,-12.13,25869.6,10168.41
1932,1812.0,10.41,-12.15,25834.78,10177.16
1933,1813.0,9.81,-12.18,25798.68,10186.25
1934,1814.0,9.96,-12.21,25768.5,10193.86
1935,1815.0,10.76,-12.24,25736.38,10201.95
1936,1816.0,10.14,-12.26,25706.22,10209.57
1937,1817.0,10.02,-12.29,25680.24,10216.13
1938,1818.0,9.82,-12.32,25655.6,10222.37
1939,1819.0,10.36,-12.35,25621.54,10230.99
1940,1820.0,10.88,-12.38,25595.83,10237.5
1941,1821.0,10.75,-12.42,25563.17,10245.78
1942,1822.0,10.8,-12.45,25534.25,10253.13
1943,1823.0,10.22,-12.48,25489.23,10264.57
1944,1825.0,10.36,-12.5,25465.4,10270.63
1945,1826.0,11.16,-12.53,25423.34,10281.34
1946,1827.0,11.86,-12.57,25385.89,10290.89
1947,1828.0,11.9,-12.6,25353.78,10299.09
1948,1829.0,10.66,-12.63,25318.25,10308.17
1949,1830.0,10.18,-12.67,25277.86,10318.51
1950,1831.0,9.09,-12.69,25260.92,10322.84
1951,1832.0,8.91,-12.72,25240.36,10328.12
1952,1833.0,9.72,-12.75,25224.09,10332.28
1953,1834.0,10.6,-12.78,25213.05,10335.12
1954,1835.0,10.54,-12.82,25200.66,10338.3
1955,1836.0,10.75,-12.85,25143.54,10352.97
1956,1838.0,9.73,-12.9,25118.02,10359.54
1957,1839.0,8.62,-12.92,25108.54,10361.98
1958,1840.0,9.69,-12.94,25094.83,10365.51
1959,1841.0,9.7,-12.97,25059.81,10374.53
1960,1842.0,11.06,-13.01,25039.52,10379.77
1961,1843.0,11.61,-13.05,25025.18,10383.47
1962,1844.0,11.19,-13.09,24969.48,10397.86
1963,1845.0,10.74,-13.11,24938.77,10405.81
1964,1846.0,10.31,-13.14,24902.9,10415.1
1965,1847.0,8.43,-13.17,24876.73,10421.88
1966,1848.0,10.08,-13.21,24851.66,10428.39
1967,1849.0,11.59,-13.23,24823.95,10435.58
1968,1850.0,11.36,-13.27,24792.83,10443.67
1969,1852.0,10.93,-13.29,24744.93,10456.14
1970,1853.0,10.33,-13.33,24724.37,10461.5
1971,1854.0,10.24,-13.36,24691.04,10470.19
1972,1855.0,10.78,-13.4,24660.87,10478.07
1973,1856.0,11.1,-13.43,24627.97,10486.67
1974,1857.0,10.88,-13.46,24595.59,10495.51
1975,1858.0,10.3,-13.5,24579.84,10499.27
1976,1859.0,9.23,-13.53,24555.51,10505.64
1977,1860.0,8.76,-13.56,24530.36,10512.24
1978,1861.0,9.89,-13.59,24509.05,10517.83
1979,1862.0,10.21,-13.61,24487.83,10523.4
1980,1863.0,9.81,-13.64,24476.02,10526.5
1981,1864.0,9.58,-13.68,24456.31,10531.69
1982,1866.0,9.93,-13.73,24431.65,10538.18
1983,1867.0,10.3,-13.75,24400.63,10546.35
1984,1868.0,11.01,-13.79,24382.32,10551.17
1985,1869.0,10.91,-13.81,24356.36,10558.02
1986,1870.0,10.88,-13.84,24327.68,10565.59
1987,1871.0,10.84,-13.88,24301.74,10572.44
1988,1872.0,11.16,-13.92,24267.34,10581.54
1989,1873.0,11.44,-13.95,24228.91,10591.72
1990,1874.0,11.41,-13.98,24201.74,10598.92
1991,1875.0,10.68,-14.02,24168.85,10607.65
1992,1876.0,10.06,-14.05,24131.0,10617.7
1993,1877.0,10.4,-14.08,24097.34,10626.66
1994,1879.0,10.57,-14.11,24061.61,10636.17
1995,1880.0,10.93,-14.15,24036.33,10642.91
1996,1881.0,11.48,-14.18,24026.4,10645.56
1997,1882.0,11.73,-14.21,23977.85,10658.53
1998,1883.0,10.89,-14.23,23941.56,10668.69
1999,1884.0,10.56,-14.26,23899.83,10679.41
2000,1885.0,10.16,-14.3,23870.89,10687.16
2001,1886.0,10.48,-14.34,23829.48,10698.28
2002,1887.0,11.32,-14.37,23795.79,10707.33
2003,1888.0,11.03,-14.4,23765.52,10715.47
2004,1889.0,10.06,-14.43,23721.33,10727.38
2005,1890.0,9.34,-14.44,23701.5,10732.72
2006,1891.0,9.41,-14.48,23679.7,10738.61
2007,1893.0,9.72,-14.5,23659.79,10743.99
2008,1894.0,10.47,-14.54,23642.88,10748.55
2009,1895.0,9.95,-14.57,23612.43,10756.79
2010,1896.0,9.46,-14.6,23591.08,10762.57
2011,1897.0,9.84,-14.63,23581.3,10765.22
2012,1898.0,10.57,-14.67,23554.93,10772.36
2013,1899.0,11.18,-14.7,23529.52,10779.25
2014,1900.0,10.78,-14.74,23493.11,10789.14
2015,1901.0,10.76,-14.77,23467.05,10796.22
2016,1902.0,10.82,-14.8,23443.2,10802.71
2017,1903.0,10.9,-14.83,23409.15,10811.98
2018,1904.0,11.15,-14.87,23380.54,10819.78
2019,1906.0,11.35,-14.89,23345.75,10829.28
2020,1907.0,10.97,-14.92,23314.31,10837.87
2021,1908.0,10.82,-14.96,23290.23,10844.45
2022,1909.0,10.44,-14.97,23256.21,10853.77
2023,1910.0,9.97,-15.01,23232.0,10860.4
2024,1911.0,10.38,-15.05,23178.89,10874.98
2025,1912.0,10.66,-15.07,23147.95,10883.48
2026,1913.0,10.17,-15.11,23126.45,10889.39
2027,1914.0,10.26,-15.14,23086.27,10900.45
2028,1915.0,9.6,-15.18,23066.71,10905.85
2029,1916.0,10.14,-15.2,23042.83,10912.44
2030,1917.0,11.22,-15.24,23015.69,10919.93
2031,1918.0,11.46,-15.27,22998.57,10924.71
2032,1920.0,11.46,-15.3,22959.33,10935.51
2033,1921.0,10.87,-15.32,22919.52,10946.54
2034,1922.0,9.78,-15.37,22883.56,10956.51
2035,1923.0,9.96,-15.39,22854.0,10964.72
2036,1924.0,11.03,-15.42,22829.39,10971.59
2037,1925.0,11.23,-15.45,22791.97,10981.97
2038,1926.0,10.15,-15.48,22783.88,10984.23
2039,1927.0,9.57,-15.52,22737.68,10997.1
2040,1928.0,8.01,-15.53,22711.9,11004.3
2041,1929.0,8.92,-15.57,22696.0,11008.77
2042,1930.0,9.76,-15.61,22683.86,11012.14
2043,1931.0,10.22,-15.64,22672.84,11015.22
2044,1933.0,11.0,-15.67,22653.28,11020.69
2045,1934.0,11.33,-15.71,22620.99,11029.73
2046,1935.0,10.94,-15.74,22584.84,11039.86
2047,1936.0,10.38,-15.77,22551.25,11049.29
2048,1937.0,10.13,-15.8,22526.23,11056.32
2049,1938.0,10.48,-15.84,22497.91,11064.28
2050,1939.0,10.52,-15.86,22469.4,11072.31
2051,1940.0,10.37,-15.9,22448.25,11078.27
2052,1941.0,11.39,-15.92,22413.84,11087.97
2053,1942.0,11.45,-15.95,22375.75,11098.73
2054,1943.0,11.67,-15.99,22350.6,11106.57
2055,1944.0,10.48,-16.02,22308.16,11117.86
2056,1946.0,9.43,-16.06,22274.44,11127.42
2057,1947.0,9.49,-16.09,22259.01,11131.79
2058,1948.0,10.96,-16.11,22227.31,11140.8
2059,1949.0,12.17,-16.15,22199.74,11148.64
2060,1950.0,11.32,-16.17,22168.9,11157.41
2061,1951.0,10.66,-16.2,22128.33,11168.97
2062,1952.0,10.9,-16.23,22097.84,11177.51
2063,1953.0,11.55,-16.27,22061.56,11188.04
2064,1954.0,10.87,-16.3,22045.28,11192.69
2065,1955.0,10.75,-16.32,22007.53,11203.5
2066,1956.0,11.93,-16.35,21971.6,11213.8
2067,1957.0,12.36,-16.38,21941.16,11222.54
2068,1958.0,10.99,-16.42,21907.86,11232.1
2069,1960.0,10.12,-16.46,21871.61,11242.53
2070,1961.0,10.5,-16.48,21835.5,11252.93
2071,1962.0,12.07,-16.51,21800.58,11263.01
2072,1963.0,12.33,-16.55,21757.56,11275.44
2073,1964.0,11.09,-16.58,21728.8,11284.51
2074,1965.0,10.46,-16.61,21676.2,11298.99
2075,1966.0,11.28,-16.65,21644.27,11308.26
2076,1967.0,11.2,-16.68,21606.8,11319.14
2077,1968.0,11.08,-16.7,21557.95,11333.36
2078,1969.0,10.84,-16.74,21523.83,11343.31
2079,1970.0,10.29,-16.76,21489.15,11353.43
2080,1971.0,10.21,-16.79,21467.49,11359.75
2081,1973.0,9.39,-16.81,21434.08,11369.53
2082,1974.0,8.26,-16.85,21417.4,11374.41
2083,1975.0,10.04,-16.88,21398.99,11379.8
2084,1976.0,9.69,-16.92,21390.1,11382.4
2085,1977.0,10.27,-16.94,21368.12,11388.85
2086,1978.0,10.69,-16.97,21346.45,11395.21
2087,1979.0,10.81,-17.01,21323.1,11402.07
2088,1980.0,10.12,-17.03,21295.65,11410.14
2089,1981.0,10.27,-17.06,21285.21,11413.21
2090,1982.0,10.41,-17.1,21257.69,11421.31
2091,1983.0,10.16,-17.13,21235.7,11427.79
2092,1984.0,9.35,-17.16,21216.41,11433.48
2093,1986.0,9.35,-17.19,21184.12,11443.02
2094,1987.0,9.44,-17.22,21169.58,11447.32
2095,1988.0,10.01,-17.25,21155.5,11451.48
2096,1989.0,11.16,-17.3,21146.81,11454.05
2097,1990.0,11.88,-17.33,21114.08,11463.74
2098,1991.0,11.69,-17.36,21081.78,11473.31
2099,1992.0,10.85,-17.4,21052.65,11481.96
2100,1993.0,10.26,-17.43,21021.76,11491.13
2101,1994.0,9.47,-17.46,20996.93,11498.52
2102,1995.0,9.95,-17.5,20966.62,11507.54
2103,1996.0,10.39,-17.51,20943.8,11514.35
2104,1997.0,11.06,-17.56,20927.61,11519.17
2105,1999.0,10.86,-17.59,20893.18,11529.45
2106,2000.0,11.3,-17.62,20869.02,11536.67
2107,2001.0,11.04,-17.65,20818.64,11551.75
2108,2002.0,10.52,-17.68,20785.98,11561.55
2109,2003.0,9.93,-17.72,20761.62,11568.86
2110,2004.0,9.95,-17.74,20746.19,11573.49
2111,2005.0,9.88,-17.77,20711.72,11583.86
2112,2006.0,9.65,-17.81,20708.87,11584.71
2113,2007.0,9.42,-17.84,20693.22,11589.43
2114,2008.0,9.99,-17.88,20671.63,11595.93
2115,2009.0,10.38,-17.91,20660.69,11599.22
2116,2010.0,10.87,-17.95,20636.72,11606.45
2117,2012.0,10.78,-17.99,20614.67,11613.11
2118,2013.0,9.48,-18.02,20596.34,11619.21
2119,2014.0,9.46,-18.05,20574.94,11625.12
2120,2015.0,10.26,-18.09,20554.01,11631.45
2121,2016.0,10.22,-18.12,20531.91,11638.14
2122,2017.0,10.32,-18.16,20515.34,11643.17
2123,2018.0,10.07,-18.19,20497.17,11648.68
2124,2019.0,10.09,-18.23,20479.63,11654.0
2125,2020.0,9.8,-18.26,20459.02,11660.27
2126,2021.0,10.38,-18.3,20441.52,11665.59
2127,2022.0,11.03,-18.32,20411.59,11674.69
2128,2023.0,11.18,-18.36,20395.57,11679.6
2129,2025.0,11.24,-18.39,20361.83,11689.86
2130,2026.0,10.9,-18.43,20334.61,11698.16
2131,2027.0,10.41,-18.47,20311.69,11705.16
2132,2028.0,9.91,-18.49,20281.0,11714.56
2133,2029.0,10.2,-18.53,20264.99,11719.45
2134,2030.0,11.03,-18.56,20228.2,11730.73
2135,2031.0,11.36,-18.6,20215.11,11734.77
2136,2032.0,11.19,-18.64,20170.88,11748.33
2137,2033.0,11.63,-18.67,20151.44,11754.31
2138,2034.0,11.73,-18.69,20111.28,11766.67
2139,2035.0,11.91,-18.73,20074.87,11777.9
2140,2036.0,11.35,-18.76,20038.2,11789.22
2141,2037.0,9.93,-18.79,20007.21,11798.8
2142,2039.0,8.89,-18.83,19979.49,11807.39
2143,2040.0,9.11,-18.86,19961.25,11813.04
2144,2041.0,10.25,-18.9,19946.09,11817.74
2145,2042.0,9.72,-18.91,19931.2,11822.36
2146,2043.0,9.29,-18.95,19917.9,11826.49
2147,2044.0,9.53,-19.0,19899.29,11832.27
2148,2045.0,10.08,-19.01,19891.05,11834.83
2149,2046.0,10.94,-19.05,19868.41,11841.87
2150,2047.0,11.58,-19.08,19846.56,11848.68
2151,2048.0,10.84,-19.11,19820.18,11856.89
2152,2049.0,11.41,-19.14,19789.08,11866.6
2153,2050.0,11.35,-19.17,19760.66,11875.48
2154,2052.0,10.48,-19.2,19729.46,11885.23
2155,2053.0,10.2,-19.25,19704.53,11893.04
2156,2054.0,10.37,-19.28,19675.65,11902.09
2157,2055.0,10.38,-19.31,19656.34,11908.15
2158,2056.0,9.53,-19.34,19638.96,11913.61
2159,2057.0,9.83,-19.37,19608.85,11923.07
2160,2058.0,10.67,-19.39,19595.41,11927.3
2161,2059.0,10.95,-19.43,19571.73,11935.14
2162,2060.0,11.02,-19.47,19539.63,11944.87
2163,2061.0,11.55,-19.49,19521.66,11950.54
2164,2062.0,11.35,-19.53,19487.57,11961.31
2165,2064.0,10.48,-19.56,19455.12,11971.62
2166,2065.0,10.12,-19.59,19436.15,11977.58
2167,2066.0,9.54,-19.62,19403.48,11987.94
2168,2067.0,9.71,-19.64,19402.27,11988.32
2169,2068.0,9.56,-19.68,19387.05,11993.18
2170,2069.0,9.28,-19.72,19364.09,12000.44
2171,2070.0,9.71,-19.75,19354.99,12003.33
2172,2071.0,10.37,-19.78,19338.63,12008.54
2173,2072.0,11.54,-19.81,19327.63,12012.04
2174,2073.0,11.56,-19.84,19294.97,12022.44
2175,2074.0,11.73,-19.89,19275.13,12028.76
2176,2075.0,11.69,-19.91,19235.07,12041.54
2177,2077.0,11.1,-19.95,19194.84,12054.41
2178,2078.0,10.46,-19.99,19168.61,12062.8
2179,2079.0,10.21,-20.01,19138.2,12072.55
2180,2080.0,10.59,-20.05,19101.34,12084.38
2181,2081.0,10.99,-20.08,19076.21,12092.46
2182,2082.0,9.44,-20.11,19053.75,12099.69
2183,2083.0,8.18,-20.14,19035.2,12105.66
2184,2084.0,9.67,-20.18,19022.91,12109.62
2185,2085.0,10.25,-20.2,19008.96,12114.12
2186,2086.0,9.69,-20.23,18993.24,12119.19
2187,2087.0,9.66,-20.25,18985.41,12121.72
2188,2088.0,9.94,-20.3,18969.68,12126.8
2189,2090.0,11.45,-20.34,18947.38,12134.01
2190,2091.0,12.12,-20.37,18931.13,12139.26
2191,2092.0,11.45,-20.39,18904.72,12147.81
2192,2093.0,10.85,-20.42,18872.5,12158.26
2193,2094.0,10.48,-20.45,18847.63,12166.33
2194,2095.0,9.58,-20.49,18825.2,12173.62
2195,2096.0,9.64,-20.52,18801.54,12181.31
2196,2097.0,10.31,-20.53,18787.23,12185.97
2197,2098.0,10.48,-20.57,18768.54,12192.06
2198,2099.0,10.84,-20.6,18760.03,12194.83
2199,2100.0,10.41,-20.62,18726.16,12205.88
2200,2101.0,10.21,-20.66,18706.95,12212.16
2201,2103.0,9.79,-20.68,18687.37,12218.56
2202,2104.0,9.71,-20.72,18671.9,12223.62
2203,2105.0,10.35,-20.75,18653.92,12229.5
2204,2106.0,10.87,-20.78,18630.21,12237.27
2205,2107.0,10.84,-20.81,18611.77,12243.32
2206,2108.0,9.61,-20.84,18586.77,12251.52
2207,2109.0,8.81,-20.87,18571.94,12256.4
2208,2110.0,9.88,-20.9,18554.36,12262.18
2209,2111.0,10.81,-20.94,18534.09,12268.84
2210,2112.0,11.07,-20.96,18510.94,12276.5
2211,2113.0,10.64,-21.0,18493.43,12282.24
2212,2114.0,10.36,-21.03,18460.5,12293.11
2213,2116.0,10.08,-21.06,18433.68,12301.97
2214,2117.0,9.45,-21.09,18415.88,12307.86
2215,2118.0,9.64,-21.13,18399.22,12313.37
2216,2119.0,10.84,-21.17,18378.82,12320.13
2217,2120.0,10.82,-21.2,18359.58,12326.51
2218,2121.0,10.45,-21.22,18344.38,12331.56
2219,2122.0,10.4,-21.26,18326.35,12337.54
2220,2123.0,10.35,-21.3,18289.18,12349.9
2221,2124.0,11.12,-21.32,18274.13,12354.91
2222,2125.0,11.49,-21.36,18241.85,12365.67
2223,2126.0,10.67,-21.39,18210.93,12375.98
2224,2127.0,9.9,-21.43,18182.4,12385.52
2225,2129.0,10.36,-21.46,18155.16,12394.63
2226,2130.0,10.92,-21.49,18123.49,12405.24
2227,2131.0,10.38,-21.52,18101.83,12412.5
2228,2132.0,9.67,-21.57,18078.72,12420.26
2229,2133.0,8.89,-21.6,18064.91,12424.9
2230,2134.0,9.67,-21.63,18041.5,12432.77
2231,2135.0,10.76,-21.66,18038.69,12433.72
2232,2136.0,11.27,-21.69,18015.74,12442.47
2233,2137.0,11.69,-21.72,17990.28,12450.03
2234,2138.0,11.52,-21.76,17964.97,12458.57
2235,2139.0,11.33,-21.79,17936.24,12468.27
2236,2140.0,10.5,-21.82,17910.85,12476.86
2237,2142.0,9.55,-21.85,17881.29,12486.87
2238,2143.0,10.21,-21.89,17868.11,12492.37
2239,2144.0,12.01,-21.91,17839.08,12501.19
2240,2145.0,12.21,-21.94,17814.32,12509.6
2241,2146.0,11.0,-21.97,17775.08,12522.95
2242,2147.0,10.28,-22.01,17750.48,12531.33
2243,2148.0,9.97,-22.04,17731.37,12537.85
2244,2149.0,10.52,-22.06,17707.38,12546.04
2245,2150.0,11.0,-22.09,17697.8,12549.32
2246,2151.0,11.39,-22.13,17669.25,12559.08
2247,2152.0,10.61,-22.14,17648.31,12566.25
2248,2154.0,10.85,-22.18,17614.89,12577.7
2249,2155.0,11.56,-22.21,17599.14,12583.1
2250,2156.0,11.74,-22.24,17552.47,12599.15
2251,2157.0,11.16,-22.27,17536.12,12604.77
2252,2158.0,10.27,-22.29,17515.12,12612.0
2253,2159.0,9.83,-22.32,17480.11,12624.08
2254,2160.0,9.06,-22.35,17457.51,12631.88
2255,2161.0,9.14,-22.37,17448.78,12634.9
2256,2162.0,9.38,-22.41,17438.54,12638.44
2257,2163.0,9.53,-22.43,17427.68,12642.2
2258,2164.0,9.98,-22.47,17415.24,12646.5
